"","GEOID","Total_Pop_2022"
"378","17031301803",3168
"379","17031310200",1824
"380","17031310300",1836
"381","17031310400",1456
"382","17031310500",1602.78990102515
"383","17031310600",5538.21009897485
"384","17031310700",1354
"385","17031310800",4633
"386","17031310900",4914
"387","17031320100",13246.8849947427
"388","17031320400",3113.81112211422
"389","17031320600",6116
"390","17031330100",23044.5052732105
"391","17031330200",3969
"392","17031340300",1697.85738694412
"393","17031340400",1630
"394","17031340500",1558
"395","17031340600",1269.83969497041
"396","17031350100",2439
"397","17031350400",1777
"398","17031351000",3526
"399","17031351100",2160
"400","17031351400",1569
"401","17031351500",946
"402","17031360200",1672
"403","17031380100",1928
"404","17031380200",1723
"405","17031380500",670.833333333333
"406","17031380700",1681.52173913043
"407","17031381200",1906
"408","17031381400",1615
"409","17031381500",670
"410","17031381700",0
"411","17031381800",1483
"412","17031381900",1348
"413","17031390100",1854
"414","17031390200",2178
"415","17031390300",2664
"416","17031390400",2289
"417","17031390500",1766
"418","17031390600",1824
"419","17031390700",6062
"420","17031400300",1361
"421","17031400400",2204
"422","17031400500",2634
"423","17031400800",2768
"424","17031410100",2251
"425","17031410200",1281
"426","17031410500",3405
"427","17031410600",2249
"428","17031410700",2541
"429","17031410800",2890
"430","17031410900",3527
"431","17031411000",3931.18059104252
"432","17031411100",2387.81940895748
"433","17031411200",1643
"434","17031420100",1629
"435","17031420200",1796
"436","17031420300",2495
"437","17031420400",1327
"438","17031420500",2040
"439","17031420600",2663
"440","17031420700",2274
"441","17031420800",2322
"442","17031421200",1986
"443","17031430101",3468
"444","17031430102",3542
"445","17031430200",5455
"446","17031430300",2611
"447","17031430400",2999
"448","17031430500",3882
"449","17031430600",2218
"450","17031430700",2256
"451","17031430800",2016
"452","17031430900",1681
"453","17031431200",2399
"454","17031431301",3555
"455","17031431302",3788
"456","17031431400",7565
"457","17031440101",3986
"458","17031440102",3320
"459","17031440201",6096
"460","17031440202",2763
"461","17031440300",4650
"462","17031440600",1612
"463","17031440700",1453
"464","17031440800",1877
"465","17031440900",2377
"466","17031450300",3461
"467","17031460100",2650
"468","17031460200",1880
"469","17031460301",3189
"470","17031460302",4212
"471","17031460400",3682
"472","17031460500",6284
"473","17031460600",1902.60869565217
"474","17031460700",2473.39130434783
"475","17031461000",1346
"476","17031470100",2246
"477","17031480100",2195.04175651665
"478","17031480200",1057
"479","17031480300",1131
"480","17031480400",5013
"481","17031480500",2690.95824348335
"482","17031490300",1962.66666666667
"483","17031490400",981.333333333333
"484","17031490500",1778.79069526829
"485","17031490600",1446
"486","17031490700",2459
"487","17031490800",3701.20930473171
"488","17031490901",3084
"489","17031490902",4697
"490","17031491000",3417
"491","17031491100",4205
"492","17031491200",1932
"493","17031491300",2131
"494","17031491400",2541
"495","17031500100",3231.09360384401
"496","17031500200",1831
"497","17031500300",1794
"498","17031510100",3639
"499","17031510200",3714
"500","17031510300",4639.90639615599
"501","17031520100",2078.45257734724
"502","17031520200",3652
"503","17031520300",5925
"504","17031520400",4376.54742265276
"505","17031520500",5171
"506","17031520600",2739
"507","17031530100",1915
"508","17031530200",4358
"509","17031530300",3484
"510","17031530400",2356
"511","17031530501",5118
"512","17031530502",1464
"513","17031530503",4355.73217013009
"514","17031530600",2385
"515","17031540101",4460
"516","17031540102",3357
"517","17031550100",6201
"518","17031550200",2824
"519","17031560100",1284
"520","17031560200",1372
"521","17031560300",3079
"522","17031560400",1744
"523","17031560700",3584
"524","17031560800",6003
"525","17031560900",5131
"526","17031561000",6040
"527","17031561100",5888
"528","17031570100",1421
"529","17031570200",2084
"530","17031570300",5951
"531","17031570400",1712
"532","17031570500",2699
"533","17031580100",2662
"534","17031580200",2988
"535","17031580300",2569
"536","17031580400",4672
"537","17031580501",4716
"538","17031580502",4932
"539","17031580600",5402
"540","17031580700",6137
"541","17031580800",2096
"542","17031590500",1672
"543","17031590600",3813
"544","17031590700",2914
"545","17031600400",3963
"546","17031600600",2829.95833333334
"547","17031600700",2836.34581497175
"548","17031600900",3733
"549","17031610300",5670
"550","17031610400",1888
"551","17031610800",1520.52523048992
"552","17031611000",1628.02597402597
"553","17031611100",2058.97402597403
"554","17031611200",2072
"555","17031611300",3409
"556","17031611400",3587
"557","17031611500",3170.0018063423
"558","17031611600",1993.69819273405
"559","17031611700",1848.30180726595
"560","17031611800",2186
"561","17031611900",1559
"562","17031612000",1317
"563","17031612100",1018
"564","17031620100",4798
"565","17031620200",1948
"566","17031620300",7080
"567","17031620400",4540
"568","17031630100",1179.86093875574
"569","17031630200",1669.13725490196
"570","17031630300",4167
"571","17031630400",6003
"572","17031630500",5989
"573","17031630800",6361
"574","17031630900",4856
"575","17031640100",1348
"576","17031640300",6897
"577","17031640400",3309
"578","17031640500",4132
"579","17031640600",4427
"580","17031640700",3110
"581","17031640800",1505
"582","17031650100",4622
"583","17031650200",7211
"584","17031650301",4863
"585","17031650302",4912.99145963692
"586","17031650400",6792.1015840166
"587","17031650500",4159
"588","17031660301",1761
"589","17031660302",4612
"590","17031660400",4719
"591","17031660500",4316.00854036308
"592","17031660600",5849
"593","17031660700",1617
"594","17031660800",5832
"595","17031660900",5631
"596","17031661000",5424
"597","17031661100",7187.8984159834
"598","17031670100",1472
"599","17031670200",724
"600","17031670300",1332
"601","17031670400",1616
"602","17031670500",1004
"603","17031670600",1174
"604","17031670700",1092
"605","17031670800",1022
"606","17031670900",1246
"607","17031671100",916.226557615229
"608","17031671200",840
"609","17031671300",1657
"610","17031671400",1299
"611","17031671500",2308
"612","17031671600",1709
"613","17031671800",1128
"614","17031671900",1034
"615","17031672000",3295
"616","17031680500",1474
"617","17031680600",1178
"618","17031680900",3560
"619","17031681000",2297
"620","17031681100",1932
"621","17031681200",1883
"622","17031681300",2368.24743955981
"623","17031681400",1839.7290310284
"624","17031690300",2300.92388794028
"625","17031690400",2910.07611205972
"626","17031690500",742
"627","17031690900",3809
"628","17031691000",2655
"629","17031691100",2883
"630","17031691200",1984
"631","17031691300",2332
"632","17031691400",2701
"633","17031691500",1895
"634","17031700100",3874
"635","17031700200",6888
"636","17031700301",6124
"637","17031700302",6003
"638","17031700401",6218
"639","17031700402",3417
"640","17031700501",6565
"641","17031700502",3656
"642","17031710100",1026
"643","17031710200",4050.02352941179
"644","17031710300",1382
"645","17031710400",5668
"646","17031710500",4087
"647","17031710600",1720
"648","17031710700",3412
"649","17031710800",4536
"650","17031710900",2151
"651","17031711000",3779
"652","17031711100",2808
"653","17031711200",4869
"654","17031711300",1618
"655","17031711400",2728
"656","17031711500",2628
"657","17031720100",3370
"658","17031720200",4097
"659","17031720300",3614
"660","17031720400",1872
"661","17031720500",1833
"662","17031720600",1860
"663","17031720700",3135
"664","17031730100",2669
"665","17031730201",5671
"666","17031730202",3093
"667","17031730300",1042
"668","17031730400",4070
"669","17031730500",4053
"670","17031730600",3570
"671","17031730700",2288
"672","17031740100",3075
"673","17031740200",6473
"674","17031740300",5043
"675","17031740400",4530
"676","17031750100",3636
"677","17031750200",3141
"678","17031750300",2546
"679","17031750400",2790
"680","17031750500",4761
"681","17031750600",3844
"682","17031760801",4718
"683","17031760802",2191
"684","17031760803",6843.69722239483
"685","17031770602",4585.69736942288
"686","17031770902",3834.30277760517
"687","17031810400",5726
"688","17031821402",3388.20060305726
"689","17031823304",6355.36206896552
"690","17031830500",3948
"691","17031830600",4788
"692","17031830700",4249
"693","17031830800",2415
"694","17031830900",2957
"695","17031831000",2224
"696","17031831100",7191
"697","17031831200",4710
"698","17031831300",1176
"699","17031831400",2962
"700","17031831500",3859
"701","17031831600",7221
"702","17031831700",2223.25613522061
"703","17031831800",7918
"704","17031831900",3074
"705","17031832000",1701
"706","17031832100",3592
"707","17031832200",3216.63071019739
"708","17031832300",1938
"709","17031832400",3558
"710","17031832500",3277
"711","17031832600",4348
"712","17031832900",2092
"713","17031833000",4677
"714","17031833100",8469
"715","17031833300",2686
"716","17031833900",2696
"717","17031834000",3309.56210998728
"718","17031834200",5689
"719","17031834300",6186
"720","17031834400",4263
"721","17031834500",1572
"722","17031834600",1825
"723","17031834700",1344
"724","17031834800",1683
"725","17031834900",903.773442384771
"726","17031835000",5549
"727","17031835100",4666
"728","17031835200",2276
"729","17031835500",1393.47476951008
"730","17031835600",749
"731","17031835700",593.478260869565
"732","17031835800",1852
"733","17031835900",3354.16666666667
"734","17031836000",3022
"735","17031836100",1827
"736","17031836200",1709
"737","17031836300",1744
"738","17031836400",3783
"739","17031836500",1522
"740","17031836600",2275
"741","17031836700",2507
"742","17031836800",2635
"743","17031836900",1994
"744","17031837000",1843
"745","17031837100",1515
"746","17031837300",2515
"747","17031837400",2186
"748","17031837800",2875
"749","17031838000",2671
"750","17031838100",1501
"751","17031838200",1932.1420342502
"752","17031838300",2483
"753","17031838600",1518
"754","17031838700",3737
"755","17031838800",3225
"756","17031839000",9861.29032258064
"757","17031839100",8555.70967741935
"758","17031839200",2375
"759","17031839500",1804
"760","17031839600",1965
"761","17031839700",4753
"762","17031839800",2662
"763","17031839900",4558
"764","17031840000",2698.30291808548
"765","17031840100",2880
"766","17031840200",2093.33333333333
"767","17031840300",3646
"768","17031840400",3434
"769","17031840700",3930
"770","17031840800",3258
"771","17031841000",1202.49472678948
"772","17031841100",6990
"773","17031841200",4414
"774","17031841300",4317
"775","17031841400",973.746369054038
"776","17031841500",1909
"777","17031841600",741.653846153846
"778","17031841700",1137
"779","17031841800",2330
"780","17031841900",5983
"781","17031842000",2794
"782","17031842100",7110
"783","17031842200",3636.57948908849
"784","17031842300",3637.35849056604
"785","17031842400",3171.43789001271
"786","17031842500",2449
"787","17031842600",4540
"788","17031842800",6069
"789","17031842900",3216
"790","17031843000",2399
"791","17031843100",1564
"792","17031843200",2609.36251836158
"793","17031843300",1572
"794","17031843400",1209
"795","17031843500",9398
"796","17031843600",2966
"797","17031843700",2453
"798","17031843800",1479
"799","17031843900",3700
"800","17031980000",0
"801","17031980100",0
